trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
929,False,"{'a': 0.6, 'e': 8.812432046448757e-05}",25,11,24.936980520143944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.6, 'e': 8.72430772598427e-05}",25,19,10.75779199960252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.6, 'e': 8.637064648724426e-05}",25,9,29.171089858879327,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.6, 'e': 8.550694002237182e-05}",20,10,15.388607624855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.6, 'e': 8.46518706221481e-05}",20,3,32.48717454378723,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.6, 'e': 8.380535191592662e-05}",30,16,24.529130299927154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.6, 'e': 8.296729839676734e-05}",20,9,19.329584945693288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.6, 'e': 8.213762541279968e-05}",20,12,8.866527883083423,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.6, 'e': 8.131624915867167e-05}",25,14,24.79888364877205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.6, 'e': 8.050308666708495e-05}",25,16,16.091058758219805,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.6, 'e': 7.96980558004141e-05}",25,11,28.178412698656118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.6, 'e': 7.890107524240995e-05}",20,13,12.731466824505175,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.6, 'e': 7.811206448998585e-05}",20,10,18.15610256727479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.6, 'e': 7.733094384508598e-05}",20,8,11.935719438110407,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.6, 'e': 7.655763440663513e-05}",20,8,21.94453592224794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.6, 'e': 7.579205806256877e-05}",20,10,16.33117588006423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.6, 'e': 7.503413748194308e-05}",25,17,15.985704497886585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.6, 'e': 7.428379610712364e-05}",30,16,21.969152162195485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.6, 'e': 7.354095814605241e-05}",25,3,35.021460854829066,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.6, 'e': 7.280554856459188e-05}",20,0,-7.333598704591303,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
949,False,"{'a': 0.6, 'e': 7.207749307894597e-05}",20,5,24.37642596108087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.6, 'e': 7.13567181481565e-05}",25,19,10.273464268242078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.6, 'e': 7.064315096667493e-05}",30,18,24.13545151760449,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.6, 'e': 6.993671945700819e-05}",30,12,31.53320009466945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.6, 'e': 6.92373522624381e-05}",20,9,21.795494438631867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.6, 'e': 6.854497873981372e-05}",20,14,10.620392080227777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.6, 'e': 6.785952895241559e-05}",25,12,21.300761419151286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.6, 'e': 6.718093366289143e-05}",25,16,17.01648029368138,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.6, 'e': 6.650912432626251e-05}",20,16,6.512479292430576,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.6, 'e': 6.584403308299988e-05}",20,0,31.321674588985665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
959,False,"{'a': 0.6, 'e': 6.518559275216988e-05}",30,3,47.2867500970403,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.6, 'e': 6.453373682464818e-05}",25,1,29.479447794261382,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.6, 'e': 6.388839945640171e-05}",20,9,19.720034315622048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.6, 'e': 6.324951546183769e-05}",20,12,16.291025282178694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.6, 'e': 6.261702030721931e-05}",25,0,35.37973702008088,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
964,False,"{'a': 0.6, 'e': 6.199085010414712e-05}",25,19,10.859668298349725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.6, 'e': 6.137094160310564e-05}",30,17,21.095393129266768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.6, 'e': 6.075723218707459e-05}",25,18,13.390935844949173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.6, 'e': 6.014965986520384e-05}",20,7,21.62062988398732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.6, 'e': 5.95481632665518e-05}",20,14,11.132735976587046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.6, 'e': 5.8952681633886285e-05}",30,17,24.028423617349045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.6, 'e': 5.8363154817547423e-05}",20,13,14.607508589385809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.6, 'e': 5.777952326937195e-05}",25,15,19.622857526584546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.6, 'e': 5.720172803667823e-05}",25,15,15.059624140682415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.6, 'e': 5.662971075631145e-05}",25,20,9.842652744360722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.6, 'e': 5.606341364874833e-05}",20,11,20.85506630550381,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.6, 'e': 5.550277951226085e-05}",20,0,32.61214565117248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.6, 'e': 5.494775171713824e-05}",25,11,26.201985865714594,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.6, 'e': 5.439827419996685e-05}",35,5,54.73372596546993,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.6, 'e': 5.3854291457967186e-05}",20,13,12.38007967334464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.6, 'e': 5.331574854338751e-05}",20,8,24.256226342141762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.6, 'e': 5.2782591057953636e-05}",25,14,21.48676747330539,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.6, 'e': 5.22547651473741e-05}",35,13,37.01795276004205,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.6, 'e': 5.173221749590036e-05}",25,14,20.147584730871433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.6, 'e': 5.1214895320941356e-05}",20,3,29.609335349167104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.6, 'e': 5.0702746367731945e-05}",20,7,21.676098492867087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.6, 'e': 5.019571890405462e-05}",20,2,29.03286111892411,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.6, 'e': 4.9693761715014075e-05}",20,9,18.81453343046244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.6, 'e': 4.919682409786393e-05}",25,11,24.63726229022314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.6, 'e': 4.8704855856885294e-05}",20,12,14.753867173526757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.6, 'e': 4.821780729831644e-05}",30,13,30.468111729107598,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.6, 'e': 4.773562922533328e-05}",25,15,18.522318390399562,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.6, 'e': 4.7258272933079946e-05}",20,0,32.912489684549406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
992,False,"{'a': 0.6, 'e': 4.678569020374915e-05}",25,20,10.068213510363412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.6, 'e': 4.6317833301711654e-05}",35,23,23.115373155874217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.6, 'e': 4.585465496869454e-05}",20,0,29.538329214363063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
995,False,"{'a': 0.6, 'e': 4.5396108419007594e-05}",20,14,11.113251230219237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.6, 'e': 4.494214733481752e-05}",25,14,20.029567996470533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.6, 'e': 4.449272586146935e-05}",20,6,21.72880464182953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.6, 'e': 4.404779860285465e-05}",30,13,30.85591155620708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.6, 'e': 4.36073206168261e-05}",20,2,29.461958733374946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.6, 'e': 4.317124741065784e-05}",20,14,10.911298226547967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.6, 'e': 4.2739534936551264e-05}",25,11,28.911115515159146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.6, 'e': 4.2312139587185754e-05}",20,11,12.574140395922072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.6, 'e': 4.18890181913139e-05}",25,17,14.665849883296818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.6, 'e': 4.1470128009400756e-05}",25,19,10.358445670166331,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.6, 'e': 4.105542672930675e-05}",25,11,22.649264009994877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.6, 'e': 4.064487246201368e-05}",25,0,32.74735630096904,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1007,False,"{'a': 0.6, 'e': 4.023842373739354e-05}",30,14,24.79425958284873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.6, 'e': 3.9836039500019605e-05}",20,13,10.188190864911489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,11,30.61576583189368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,9,18.3844861756175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,15.132906487410922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,5,34.990669064848504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,6,34.70140549780926,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,36.744547312833475,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,14,12.029734909799949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,11,15.88676423656521,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,16,9.296501383477207,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,6,25.30861053977802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,5,23.658865319519357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,16,22.814824813801064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,12,27.797592066218247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,14,22.373651831700535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,2,32.59855655068368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,0,25.686548622128953,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,10,19.07379258052971,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,0,26.892563701546734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",25,9,24.65084231423478,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,22,18.44324613086372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
